Tweet,label
bukan aku lah setan ish dia ni ahahahahahahah syaza en alamak pukul kau kang,0
masuk grup yg aku barusan share ya ntar langsung goyang aja shopeenya,0
kejar mimpimu aku takkan berhenti sblm sampai ke pertemuan 2 laut atau aku akan berjalan bertahun2 qs al kahfi 60,0
nampak sedap do leleh patut aku ikut je zzz,0
benar kan aku,0
nanti aku tanyain keuamiku dulu ya baru aku kabarin wkw,0
jangan semakkan life aku dengan mende yang berguna hahahahaha,0
aku ingin begini aku ingin begitu ingin ini itu banyak sekaliemua semua semua dapat dikabulkan dapat dikabulk,0
tadi ada budak usm kelantan panggil aku akak sebab dia kata gaya aku macam senior lewlwlwls,0
pencapaian sederhana dalam hidup instastory ku dilihat kamu,0
moga2 allah berikan aku bersalin normal dengan selamat kali kedua nanti,0
malu dia kayanya padahal aku bangga2in dia,0
tls followan ama aku yukk rep rt kita temenan,0
aku mimpiin kamu dong,0
lucu do tadi kak cafe asal mana dik mearawak kak k cafe org mana me kuching kak k cafe ohhh org bandar,0
iya huhu aku sayang mutual disini,0
hahahahahahaahahaha aku jauh kot siapa nk amik aku,0
jika allah memberi kamu nikmat sepotong roti saja syukurilah itu kerana allah tidak membuat kamu meminta minta kepada ora,0
ini aku main pake yang biasa tetep nyaman ps4 pro cuma buat 4k doang bang utamanya ini malah aku p,0
masih belum terlambat kalau nak cuba hisap rekorder,0
kakak caro plis hari ini menang ya biar weekend ku berwarna ngeliat kamu di tipi hehehe,0
daripada kamu bergantung pada alat alat ku lebih baik kamu kerjakan dengan usahamu sendiri doraemon,0
hahahaha hey aku lagi lalalaa,0
kena bayar lebih kalau mcmni,0
aku penginne kerjo ng tmpat dgn bismis,0
dosen2 macam bu lilis ini nih yg bikin aku tambah pengen jadi orang hukum,0
karena aku menang fansign svt besok aku mau giveaway untuk carat ditunggu yaa,0
aku suka lebih suka klo lihat isi nya tambah sange,0
mau dong pinjem catetannya aku pemales wkwk,0
jangan pernah tinggalin seseorang yang kamu butuhkan demi orang lain yang kamu inginkan,0
aku ingin ngecat kamar warna tango bubble gum,0
aku ni jenis dahulukan orang yang aku sayang bahagia dulu lepastu baru aku membawa diri,0
ho oh wkwk kok bisa itu lho tingkahnyaaaa heran aku wkwk lumayan kan nyes ilang dikit capekmu kelar kerja haha,0
pm setuju kamu sibuk sebab apa anwar ibrahim,0
bersyukurlah hingga kamu lupa rasanya kekurangan tulisanirin jumatberkah,0
aku emang suka maksa orang,0
bebe rexha ni contoh perempuan yg chubby tapi lawa body goals tak perlu bersusah paysh diet sbb bagi aku semua perempuan n,0
boleh ga aku mampir ke warungnya,0
ngakak aku wkwkwkw,0
lagu insomnia nya skz itu bukan tittle track ya kok aku malah ketagihan lagu itu hehe,0
aku kagum pada thor anak tuhan tapi idup serba sederhana cuma ada tukul tak yah keta hrga juta2,0
sebenarnya aku sedar je yang aku ni tak cantik sebab tu aku letak nama yangchantik sebab nak boost confident aku kalau,0
semarang kota di mana aku dgnnya bertemu meskipun tdk langsung bersatu tapi mampu melewati waktu hingga akhirnya bertemu,0
idm chim kamu gkpp kan duh maafkan aku terlena sama pesonamu nyatanya mata kamu lagi sakit,0
mutualan yuk aku ikonic jg btw rt aja ya fllbck tpi hehe ab,0
hahahahahah aku tahu muka aku jambu,0
entahlah kenape aku bole mention ulat bulu ni hahaahhha,0
alhamdulilah welcomeeeeeeeeeee kasus ta ku terharu aku tuuu,0
huehuehuee mau rusakin ahh,0
bikin instastory cuma biar kamu reply terus ngobrol hehe,0
apakah penting pandangan manusia jika allah yang kamu percaya gitteww,0
seger bgt yus aku tongkrongin sampe makan siang hahaha,0
oke sok atuh lah lakukan kalo emang oke menurut kamu,0
dari nyaman timbul simpatik pendengar yang membuatnya ingin jadi penyelamat hidup kamu lanjut kesentuhan yg niat,0
kemarin ada ngirim thread aku ke aeribase terima kasih untuk sendernya karena aku jd tahu pemikiran orang orang m,0
okay yg ni aku nak gelak hahahahahaahhaa,0
sebab aku yakin pada apa apa yang allah tetapkan dan ridhoi,0
asal ikut aku pula haha,0
haha saja tnya kot la hampa ada mai jalan belah sini boleh aku join bosan gak tkbalik haha,0
hai kak kami memahami kendala yang kamu alami yailahkan informasikan detail kendala kamu terkaithop,0
adoi tak shaking ke gambar hahahaha,0
duh jadi pingin seblak tanggung jawab dong gegara kamu noh jadi pingin seblak ceker es buah ayam geprek hmm,0
tapi aku yakin mereka satu sama lain tuh temen banget semuanya juga berbakat dan saling dukung,0
makasih udah bikin aku ketawa di kelas hehe,0
iya deh kamu kan mommy yang sempurna,0
isu aku bg betik dekat satu taman hari tu smpai skunk org ingat hahahaha nasib baik fyp pakai betik kalau x smpa,0
aku cinta sekali lipcream emina,0
rlt ini di mall aku nemu ginian ngakak bgt,0
yaah kirain masih kerja sama keluarga kamu sampe sekarang yawdah semoga mbaknya sehat selalu dan,0
enjoy your friday baby,0
bighit cerdik ya awal tahun army disuguhi run bts run bts hiatus mereka comeback comeback kelar ada worldtour lg worl,0
sampai saat ini kamu adalah orang yang setiap hari aku ceritakan dan aku banggakan didepan teman temanku,0
aku jugaetuju ini veronica my baby udah gitu tiap interview pun dia aslinya super g,0
cinta itu bukan sekedar logika saling bersama tapi cinta lebih kepada menjiwai bersatunya kamu dan aku dalam indahnya semesta,0
ini kereeen jokowilagi,0
ya ya ya dan aku tahu sekarang,0
aku mau ikutan lagi,0
aku kat sini mencarut carut sieyy hahahahahahahhhahaha,0
sok hebat aku cinta bahasa indonesia,0
tak peduli apa yang telah hilang dalam hidupmu selama kamu masih mampu bersyukur pada tuhan kamu tak kehilangan apapun,0
wkwk aku yo sok ngono btw,0
chemotherapy gdp cycle 2 day 1 orang lain sibuk daftar sem aku sibuk daftar wad doakan yg baik baik https,0
kalau duduk sini tempat die terhad tapi kalau duduk sane kamu kene duduk bersila hanya budak sekolah aku je faham hahahah,0
kata temen2ku pas sma ntar kamu kuliah ambil sastra indonesia aja cocok loh,0
cepet sembuh sayaang semoga kamu selalu diberikan kekuatan dan allah angkat sakit kamu segera yaaemangat a,0
makasih kamu cepet sembuh ya,0
alhamdulillah hidup lgi yg penting hahaha buat masa ni tkdelah tkde rindu lgi kt shah alam tu he,0
ya gimana ya aku juga bingung mau kasih saran nih km jatuh hati karna foto tampannya,0
cintafarahmlda1 aku cinta farah maulida,0
aku tak faham betul lah terlalu baik,0
aku penggemar mie burung dara enaknya nyambung terus,0
wkwkwkwk jan rupane asi teko ati eggg hmmm wkwk,0
wah pas banget aku abis bikin tiktok baru,0
aku cinta bahasa indonesia,0
kebahagiaan tidak akan habis hanya karena membaginya ketahuilah kebahagiaan bertambah ketika kamu bersedia untuk berbag,0
mungkin kamu hanya seseorang bagi dunia tapi bagi seseorang mungkin kamu dunianya,0
terima hal hal yang memang tidak bisa diubah dan ubah hal hal yang kamu tak suka tapi masih ada kemungkinan untuk b,0
sama aku juga sering gitu,0
pasca debut dan semakin bergulirnya waktu bigbang juga menunjukkan banyak sekali peningkatan contohtage presence,0
kalau gituu aku mau pc holo setnya yang wonwoo 1 yang mana ajalah buat hadiah wkwk fannya masih ada ga ka,0
nctea aku jadi pengen punya pacar kayak jaemin sumpah dia tuh loving guy banget kalo lgi dengerin org crita senyumnya,0
aku memahami eceh,0
alangkah baiknya jika kamu bersedia mengenal kan ku padanya nov,0
i have submitted your resume tolong ah accept kalau dapat taklah aku pisang kat sini hahahaahah,0
dan inilah yang crusah aku kate kan thankiu,0
kak ingt msh ada aku gk ush pusing klau nanti sibuk wkwkwk,0
nak beritahu kalau orang tegur cuba kita ambil sisi positif teguran tu mungkin cara dia kasar menegur tapi atleast di,0
yes sumpah sure hahhahahah stress aku nak membuang pon tak selesa,0
selamat siangg wahai kawanku bagaimana siang jum'at nya panas kah ah pasti kayaknyaemoga ga sepanas keti,0
ya ya ya dan aku tahu sekarang,0
hahahahha nasib aku adekan saport kau dulu tidak nanti hambar,0
yaa aku kan pengen dapet,0
karna penampilan tidak menjamin rijki serta jodoh seseorang jadi bersyukurlah aku yg tetap selalu mencoba seseder,0
aku suka bila org yg aku syg selalu cari aku letakkan aku sbg priority diauka duka susah senang dia cari aku dia tak p,0
9 10 krn kesempurnaan hanya milik allahwt ea aku pgn bisa buat gituan biar cttnku asik gt dibacanyaaa,0
thank you cit udah percaya ama shop aku,0
dear kaum hawa ciri bf apa yang anda suka aku tanya hawa yang jantan jangan komen hahaha,0
kamu cantik dan hatimu baik hertysev,0
ya allah ya tuhanku kau lindungilah kedua ibu bapaku disaat aku berjauhan dengan mereka,0
bersama terbenamnya matahari senja ini panjangkanlah kesabaranku sampaikanlah aku di masa depan yang mapan,0
laa patutlah bapa aku pakai dp wasap accapan farewell,0
nak beritahu kalau orang tegur cuba kita ambil sisi positif teguran tu mungkin cara dia kasar menegur tapi atleast di,0
giveaway bcs belakangan ini banyak kejadian hal baik dan aku udh ngerasain gimana rasanya menang ga jadi aku mau ga kec,0
aku harap korang akan okay,0
yaaaaaaa,0
aku aja aku,0
giveaway lagi nihhhh aku akan jadi karma buat kebaikan yang udh kalian lakuin selama ini dgn cara bagiin parfum yg lg hits,0
bilang aamiin makasih kalo aku anti kamu lebih cantik club,0
buat yg suka genre crime mistery thriller kudu bgt nntn drama satu ini hand the guest heran aku knp ocn jago bg,0
aku ilham u,0
giveaway pulsa dikarenakan hari ini aku lagi bahagia mau adain ga kecil an buat kalian 2 pemenang akan dapat puls,0
finally uri khunnie ada solo tour ma terharu aku tuh,0
aku nak pesan satu benda penting ni hargai orang yang masih ada kat dunia ni especially ur mom dad grandma pa siblin,0
aku pun pikir benda yang sama,0
tsktays mutualan hayuk rt aja aku ada auto follback yaaa,0
kalo aku pake bahasa asakusu sasayasang basangtasan wkwkwkwkwkw,0
aku meratapi hidup dengan chill,0
anw aku sendernya ini beli di d3b3eautyhous3 shopee ya pas kmrn ada free ongkir tanpa min pembeli,0
hahahaha maap yak dikira aq soalnya kan km ngasih aku eyeshadow palette,0
aku ni dah la mudah terhibur ya allahhhh,0
hai orang orang yang beriman janganlah kamu mengkhianati allah dan rasul muhammadaw 8 27,0
haii aku michelle si cantikk imuutt pinteerr bgt o gt lt o itu gak boong lhoo p,0
mau aku ciumiiinnnn mau aku pelukinn pokoknyaaa,0
kamu punya berapa banyak topi banyak bgt non tapi yg paling fav bgt yang warna item polos terus sama yg adidas,0
tergelak sorang sorang aku bila baca reply dorangni hahahaha,0
baca ini jadi kembali menjejak bumi kembali sadar kalau kekuasaan allah lebih besar sekuat apapun kamu mengu,0
apapun yang berlaku akan aku tetap teguh berdiri di sini,0
wakakakkaa lawak aku dah deal nk tgk movie ngn die next,0
salah 1 prinsip hidup aku bila aku dah berkeluarga aku sanggup utk buat apa saja demi isteri anak aku turut semua kehe,0
siapa yg mencari mati syahid dengan sungguh sungguh maka aku memberikan kepadanya meskipun dia mati diatas tempat tidurn,0
iya sayang makasih ya love you too,0
mfs folowan rt ja ntar aku folow follback tpi,0
crush pun dah tunjuk true colours dia so aku pun blah,0
bila aku sedih aku selalu ingat ayat ni takpa lahh allah sayang kau sebab tu dia uji kau dengan macam macam dug,0
wkwkwkw yaallah derp pisan tp gpp anw amiiiin thank you and goodluck,0
iyaa aku percaya kamu udh gede hun iyaa,0
hahahaha,0
tidak perlu khawatir tentang apa yang akan terjadi besokelama kamu tahu cara berdoa semua akan baik baik saja,0
aku cintaalim 45alim lovers,0
mutualan yuk aku ikonic jg btw rt aja ya fllbck tpi hehe ab,0
hari ini aku tak akan menunda lagiemakin aku menunda semakin aku galau tanpa guna anak muda harus cepat,0
giveaway lagi nihhhh aku akan jadi karma buat kebaikan yang udh kalian lakuin selama ini dgn cara bagiin parfum yg lg hits,0
org yg terlebih mampu pn target rumah murah org yg x brapa mampu nak duduk pun target rumah murah yes it is part of,0
haloo baca dm aku boleh ha makasih,0
tu lah klau tunang aku ttbe senyap aku yg rasa bersalah hahaha,0
bgsd aku ngakak,0
baik dan selalu sayang sama aku dia juga punya segalanya yah tipe tipe pangeran gitu lah yang,0
hahahaha aku malah demen yg ginian daripada yg tembak2 perang gitu,0
lutchuuuuu kesayangan kesayangan aku,0
ana uhibbuki fillah hatta fil jannah abadan abada aku mencintaimu hingga ke syurga selama lamanya kerana allah,0
hidup bukan melulu tentang hal hal besar banyak sosok inspiratif yang jauh dari highlight di sisa hidupku aku ingin bertem,0
krn kebutuhan istri ga cuma sandang pangan papan doang kalo kamu cinta sm istrimu ya kamu hrs memenuhi kebutuhan sekund,0
bersyukurlah hingga kamu lupa rasanya kekurangan tulisanirin jumatberkah,0
hai kak pantau terus media sosial shopee dan notifikasi akunhopee kamu untuk keseruanhopee ya kak os,0
setiap orang memang berhak menilai dirimu tanpa tau siapa dirimu tapi ingat kamu juga berhak tuk tak peduli denga,0
iyosee bisa jadi ginting menang krna faktor tuan rumah aku liat reviewnya kento di google juga apik bgt wkwk,0
hahaha nk terbang ke sana ke mcmn nnt aku tgk kt setia alam punya,0
aku memang belum punya mobil yang bisa teduhkanmu dari hujan tapi aku punya amer yang bisa menghangatkanmu di setiap saat,0
mutualan yuk aku ikonic jg btw rt aja ya fllbck tpi hehe ab,0
ayo jangan patah semangat aku jadi ikutan baca2 setelah sukses instal homescapes lagi,0
salah 1 prinsip hidup aku bila aku dah berkeluarga aku sanggup utk buat apa saja demi isteri anak aku turut semua kehe,0
12 y o niece bang long dekat u belajar apa me islamic accounting 12 y o niece ohh kira tasbih laa ni hahahahahan,0
yuk gabung grup goyanghopee aku bonus koin hingga 100 dengan main bersama grup,0
bighit cerdik ya awal tahun army disuguhi run bts run bts hiatus mereka comeback comeback kelar ada worldtour lg worl,0
aku akan list kan cafe cafe menarik yg aku dah pegi area bangi in this thread,0
wahai manusia yang aku suka terima kasih sebab support aku serta ada ketika aku gembira dan duka kau memang anugerah,0
aku ni memang mudah terhibur,0
percayalah yg komen gmbr tu dia sendiri yg komen bukan aku hahahahahahahha,0
aku maw kok,0
kau menyesal tak kenal aku tak sebab semua perkenalan pasti ada hikmahnya utk kita diperbaiki atau membaiki seseorang,0
hihihihi look at the face lepaskan aku taknak kau bau ikan bagi aku mandikan dulu namau nameow catsoftwit,0
kak dwita kita udah kenal lama eh pada akhirnya aku tau dia nggak cuma manggil sayang ke aku dia lebih dulu p,0
aku banget 24 ketemu mantan pasma aku minta dilamar langsung eeh lgsg pulang kampung dilamar,0
wkwkwk bener ntar pas kenalan disekolah nama kamu siapa jeno loh kok sama kayaknya mama kita d,0
aduh aku deg degan sekaliiii,0
rlt mutualan yu yang gamasalah aku suka rt in ga sama twt receh rt ya dn aku ada tapi follback kalo ngga maapin ak,0
aku ternyata tidak bodoh kawan,0
alhamdullilah cuti 3 hari tkde homework akhirnya aku boleh study dgn aman hw pijik harini dh terbuat smlm,0
hai orang2 beriman apabila diseru menunaikan shalat jumat maka bersegeralah kamu kepada mengingat allah dan tinggalka,0
hahahahaha iya aku inget kok,0
bkn tunjuk baikk aku pn byk juge melakukan dosa tp sekurang2 nye kita cube mengurangkan dosa yg ada jomjumaat,0
done watching dilan 1990 2018 dari start movie sampai habis aku senyum sorang nasib baik tengok sengsorang kalau ram,0
ya allah aku berlindung kepada mu dari siksa kubur dari siksa neraka jahannam dari fitnah hidup dan mati dan dari f,0
sebenarnya aku sedar je yang aku ni tak cantik sebab tu aku letak nama yangchantik sebab nak boost confident aku kalau,0
hahahahahahahahah babi,0
nak aku viralkan tak hahahaha,0
dear someone i truly care and love u tp aku takkan luahkan aku takut kalau rasa hati kita tak sama aku percaya dgn ay,0
ajak aku,0
mfs folowan rt ja ntar aku folow follback tpi,0
ab aeri followan yuu yang ga masalah aku mulfan hehe,0
karena mbk lia banyak cinta pasti kuliah advokatnya sukses love you more mbk,0
enak aja ga dong alis aku lebih bagus,0
aku juga kangen,0
ada effort dari mula relay sampai bila bilaetia ambik berat penyayang jaga batas terima baik buruk aku,0
aku suka orang cakap macam ni even tak rasa benda tu menyusahkan pon at least aku tahu dia appreciate pertolongan aku https,0
wkwkwkwkw,0
hi po crushhh akin ka nalang hello pang sayra lang pu aku ih kaya pass hehehe,0
aku dah kata aku takleh tengok drama korea hahahahahahahaha wtf sweet terok,0
bila nak macamni hahaha,0
cintai aku apa adanya bukannya ada apanya bego vscofilter vscosimple vsco vscoedit vscoindonesia,0
takapalah mungkin aku tak ada rezeki dalam hal tu,0
weh sumpah do tolong la sesiapa jumpa kad matrik aku taknak buat baru,0
tapi aku tak rasa aku boleh macam tu so no hahahah,0
even inmydreams di ig kak tapi satu doang itu foto mereka wkwkwkwk biasanya dia edit kaistal sehun seu,0
happy birthday base traktir aku eskrim dong,0
ihh aku mah disini terus gak kemana2,0
bagi meme 'yuk main yuk' ke aku dong yang baik,0
mau bubeks mau,0
masih open yaa beb yang mau manja2an malem ini bisa dm aku yaaa bojakarta bisyar bispak bisyarlampung bispaklampung,0
aku rasa aku power hahahahaha,0
okay attention doktor report i m free from cancer tak sia2 aku berdoa jaga makan do the healthy activity and la,0
jangan pernah bohongin perasaanmu kalo emang km sayang dia pertahanin amp perjuangin buktikan kalo kamu pantas buat dia,0
mutualan yuk aku ikonic jg btw rt aja ya fllbck tpi hehe ab,0
jgn pernah ngerasa ga layak ga pantes kmu berhak mendapatkan cinta dari org yg kmu inginkan dari org yg terbaik buat kmu kamu layak,0
karena aku terlanjur jatuh cinta sama kazu uwu,0
hahaha aku pernah ada kawan berpurdaheminggu sekali je kot dia basuh baju mandi pun sehari sekali je baju dia sem,0
aku suka kau bang,0
mini giveaway alhamdulillah aku ke terima mpk dan sc disekolah terus juga beberapa hari yang lalu aku ulang tahun jad,0
nah ini aku setuju mba biar kapasitas otak calon pemimpin bisa teruji,0
suka ke tak suka aku ada aku kesah positif je kau siapa,0
apapun yang terjadi komunikasikan dengan pasangan tentang apa yang kamu rasakan jika pasangan nggak juga membantu cari,0
okay aku dah faham situasi sebenar an old man masuk toilet perempuan sebab toilet laki kunci and the guy yg ketuk,0
1 aku memilih islam 2 aku percaya islam 3 aku percaya sama janji allah yg udh tertulis dlm al qur'an,0
aaaaa sayang sayaaang terimakasih ucapannya hwdnya disimpan buat tahun depan yaa fb aku juga dah mati kok gabisa dibuka,0
kanan kiri depan belakang juga kamu ganteng,0
ketika kamu mencintai seseorang beranikan dirimu tuk mengungkapkan jika tidak beranikan juga dirimu tuk melihat dia dicintai orang lain,0
salah satu sebab aku suka buku buku lama ialah lenggok bahasanya terjemahan untuk mechanics ialah kajidayaama juga seper,0
tergelak sorang sorang aku bila baca reply dorangni hahahaha,0
terimakasih untuk ayah dan ibu maafkan aku jika aku belum sempat membahagiakanmu dengan usahaku,0
ga usah janjiin bintang dan bulan untuk aku cukup janjiin kamu bakal selalu bersamaku di bawah cahayanya,0
bukan ingin memiliki tapi ingin mendampingi bukan ingin dicintai tapi ingin mencintai bukan ingin sendiri tapi in,0
omg merdunya suara kawan u,0
aku suka orang cakap macam ni even tak rasa benda tu menyusahkan pon at least aku tahu dia appreciate pertolongan aku https,0
baik,0
siapapun yg mau beli hp ini met bobo moga mimpi indah bangun2 segeremangat hari2nya dari aku yg masih mend,0
apabila suatu hari nanti terjadi hal hal di luar ingin kita aku ingin kamu percaya bahwa untukmu aku akan selalu ada m,0
semenjak aku kenal dan ngikutin bg dan bg jadi dapat nambah ilmu setelah ngikutin thread mere,0
bagus,0
o ow tapi dimata bunbun kamu menggemaskan,0
hahahhaha tak fikir storyline lagi nanti aku buat,0
haha itu la tu aku pun tak tau apa jadi,0
haha apa sih mak iya kan nanti habis itu juga kamu nyusul halal kain apa mak kain lap haha,0
sebab course ni course yg aku mmg aim awal and aku dapat skrg alhamdulillah,0
berkutat lagi dengan skecap dan interior aku bahagia,0
kamu tuh kadang suka ngeselin tapi sering banget bisa bikin aku kangen,0
hahaha buat masa ni tak pernah lagi lah salah masuk,0
haha aku nak buat ayat lain sebenarnya aku nak cakap siapa sanggup terima aku do lura happy dalam krohhhhhhh,0
aku tu peka terus mana pernah aku gak peka wkwk,0
hihihihi look at the face lepaskan aku taknak kau bau ikan bagi aku mandikan dulu namau nameow catsoftwit,0
maksdnya mba anna sholat jumat gt btw tq banget lah didoain aku mba,0
aa mauuu aku belom punya album sama sekaliii baik lama maupun album baru,0
bapak rajin bai aku balik pakai baju kurung ' semoga crush melihat,0
nak beritahu kalau orang tegur cuba kita ambil sisi positif teguran tu mungkin cara dia kasar menegur tapi atleast di,0
still effort do hahaha aku mana ada org buat camni kt aku rasa special kit,0
hahahaha aku rasa dorang tak tahu yang aku ni staff,0
jawab by eh tapi kamu kan ga pernah ngambek sama aku,0
geram bhai aku tapi tkpela bagi dia menang hahahah,0
hari ini aku belajar sesuatu aku belajar untuk menghargai setiap orang yang hadir dalam kehidupan ini tanpa bertangguh,0
bodo betul aku terhibur bodo ada member ceni,0
makasih banyak yaa kamu abis ini ya ultah hehe,0
aku jg lagi baper jd paham kwkwkwk,0
jangan takut mencoba hal yang baru gapailah impianmu tapi ingatlah tak peduli kemana kamu pergi keluarga tempat kamu kembali,0
aku ambil keputusan untuk ada bila di mana orang memerlukan teman pertolongan dan i will be there for you,0
kenapa harini dia senyum banyak kali kat aku ni alahai cair,0
jangan nanti aku sayang,0
tawa kecil di seberang telpon menggetarkan hati sekaligus membuat nyali menjadi ciut kuatir bhw selamanya aku hy,0
ni kalau suami aku panggil sayang macam ni we're gonna make babies right after,0
bapak aku hebat dia polisemua orang takut ngan dia ali eleh bapak aku lagi terer kalau dia suruh orang tunduk,0
iya kaya kamu,0
waduh kasian akunnya cepat baikan tuh akun biar nanti kamu jadi punya banyak akun,0
meskipun kata dokter gak boleh tapi aku masih percaya kalo bawang merah bisa ngurangin perut kembung d,0
nctea yangayang anak ini ayok mutualanama aku aja mwah,0
setelah pernah ngerasa how lucky i'm bisa sama kamu sampe akhirnya ditinggalin skrg ngerasa how lucky i'm punya org,0
kamu mau kemana sih udah disini aja diluar dingin biar aku peluk ucap kasur kepadaku di setiap pagi hari,0
brp yeoja temenin aku meraih kepuasan yuk,0
aku mauu,0
aku up banget lah wkwk,0
ouhhhh hahahhahahahahahh lah takde pun maybe tk follow each other kot tu yg aku tokleh tgk,0
katanya sayang sama orangtua tp status wa disembunyikan dr orangtua hehe itu aku,0
sama aku ajaini,0
aku anak baik baik kok wkwk,0
teruntuk idola semasa remajaku aku doakan dirimu bisa menjadi istri yg sholehah dan berbakti kepada suamimu kan k,0
alhamdulillah adik ipar ku dan temen2nya masih selamat wlaupun ya pala nya benjol bibir nya pecah aku sedih ba,0
terharu baca threadnya kamu baik banget sih semoga rezeki kamu lancar terus next time semoga aku bisa menang ga,0
so sweet dua dua walaupun bahasa macam ppfttt,0
aku juga sebenernya gemes pa tapi si yepen ngeyel suka susah dibilangin,0
bagilah aku kekuatan utk selesaikan urusan semester ni dengan lancar,0
if si keli tu boleh jadi femes apantah lagi aku kan kahkahkah,0
untunglah boleh baik semula aku ada beberapa kawan yang dulu ngam gila sekarang biasa biasaekarang,0
hm rasa macam nak jual lah ip7 32gb rosegold aku ni nak angkat ip8 pun macam nice hahaha,0
ganbattee you can do it jangan risau aku akan selalu support kau,0
mu aku ketawa ',0
hahahaha dkpe r aku rela cri kt lain,0
aku lahir dlm keadaan islam saat mulai dewasa aku mulai mempelajari islam dan semakin jatuh cinta dgn agama ini,0
kalau kamu mau dihormati harus mau menghormati,0
berkenan betul aku dgn concept design ikea ni kepada bakal isteri kita tiru ni je la ek tak payah pening2 https,0
hahahaha nnti aku dtg aku gomol kepala dia,0
list nya ni aku banar wkwkwk,0
boro 15 menit liat iklannya saklebatan ae wes deg parah sampe bingung aku iki wedi ta jatuh cinta,0
rlt mutualan yu yang gamasalah aku suka rt in ga sama twt receh rt ya dn aku ada tapi follback kalo ngga maapin ak,0
aku jenis cepat marah tapi cepat sejuk balik marah aku tu tak lama punebab nanti aku akan rasa serba salah even bukan sal,0
aku ada baca jgk lg complicated org kata blackflag lg best,0
cinta itu adalah anugrah terindah dari tuhan aku bersujud dan berdoa pada tuhan dan akhirnya kutemukan anugrah terindah itu yaitu kamu,0
ngantuk aku tidur dulu jangan khawatir besok aku masih mencintaimu seperti biasanya besok aku masih ngirim pesan seperti,0
ditanya kamu mau yg seperti apa nggak ada yg sempurna kalo kamu cari yg sempurna katanya nggak ada orang baik,0
tadi aku bilang ke bahwa passion itu bisa dicari tanpa kamu sadari atau tidak jika itu bukan bidangmu fokus k,0
iya sayang syukur kamu ingat aku,0
hahaha padahal aku ngarep sama kamu mulai maba eh,0
mi christychibi aku mau menjadi rusuk karena aku bisa melindungi sebuah hati yg lembut dgn diriku dan hati itu adalah kamu,0
mall sebelah unikl ni tadi aku pi usha memang harga apple dah turun masa aku sampai tadi orang punya la berkerumun seba,0
wakakakakaka iya begitula aku memng ada ada saja,0
ada juga tipe orang yg segala diceritain mau itu hal lucu sedih kegoblogan kesenengan semuanya diceri,0
aku kan pengen icip2 abu cafe itu haha,0
eh iya yah hahahaha,0
betul aku terima buat masa sekarang mungkin ini kifarah aku sendiri,0
ini yg aku suka pura2 waras partai berkarya kemana ya hehehe,0
aku 300 chapter manga conan juga dim nikmat mana yg kau dustakan,0
rambut dia gimana aja aku sayang kok,0
mau aku temenin malah nugas yeuuuuuuu wajah strespun ganteng maleen,0
tls followan ama aku yukk rep rt kita temenan,0
